CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
615,Male,39,134629.0,23,Engineer,1,6
616,Male,72,101858.0,70,Healthcare,8,6
617,Female,55,165501.0,47,Artist,10,4
618,Male,29,135931.0,74,Lawyer,5,1
619,Male,38,103356.0,20,Marketing,1,6
620,Female,44,75195.0,79,Artist,1,3
621,Male,58,123083.0,44,Entertainment,6,5
622,Male,77,73884.0,30,Healthcare,1,2
623,Female,56,91180.0,61,Entertainment,1,7
624,Male,79,86235.0,52,Artist,0,2
625,Female,97,96400.0,4,Doctor,1,7
626,Male,78,83599.0,12,Healthcare,1,6
627,Female,91,82535.0,50,Healthcare,0,1
628,Male,35,92227.0,8,Lawyer,0,5
629,Female,43,150444.0,27,Artist,13,4
630,Female,37,149095.0,83,Lawyer,1,2
631,Male,63,113605.0,42,Artist,3,3
632,Female,16,93854.0,82,Healthcare,0,7
633,Male,32,118280.0,92,Artist,0,5
634,Male,91,94576.0,90,Artist,0,1
635,Female,33,129257.0,70,Executive,6,3
636,Female,57,70373.0,10,Healthcare,2,6
637,Female,43,77600.0,66,Healthcare,0,1
638,Female,26,113707.0,97,Entertainment,0,5
639,Female,59,189672.0,8,Doctor,0,7
640,Female,61,143180.0,58,Artist,0,5
641,Female,59,174890.0,14,Marketing,3,4
643,Male,26,154857.0,13,Healthcare,0,7
644,Female,67,160945.0,51,Healthcare,0,5
645,Female,85,119557.0,35,Artist,0,2
646,Female,76,187141.0,33,Doctor,0,7
647,Female,57,97468.0,22,Artist,0,1
648,Female,77,160351.0,77,Lawyer,8,5
649,Female,66,178627.0,94,Healthcare,1,2
650,Female,49,170188.0,80,Lawyer,1,6
651,Female,36,166007.0,40,Doctor,1,4
652,Male,74,91794.0,83,Entertainment,0,7
653,Female,16,189072.0,86,Artist,6,3
654,Male,27,152717.0,15,Executive,1,6
655,Female,3,158549.0,98,Executive,0,3
656,Male,31,134263.0,94,Marketing,1,3
657,Female,30,148236.0,28,Executive,1,1
658,Male,94,171677.0,81,Artist,0,6
659,Female,31,189446.0,38,Artist,1,6
660,Male,49,106633.0,53,Artist,0,3
661,Male,49,81084.0,48,Executive,6,5
662,Male,53,148759.0,52,Doctor,7,7
663,Female,3,117638.0,95,Healthcare,2,7
664,Female,91,159537.0,37,Doctor,4,1
665,Male,26,79526.0,6,Marketing,9,7
667,Female,92,109519.0,72,Entertainment,1,4
668,Female,59,156880.0,70,Artist,0,7
669,Male,15,157278.0,58,Artist,0,6
670,Female,23,144916.0,84,Engineer,1,7
671,Male,54,59163.0,100,Marketing,3,3
672,Female,93,93991.0,49,Artist,1,3
673,Female,65,58318.0,45,Doctor,1,1
674,Female,13,180786.0,88,Lawyer,1,5
675,Male,71,84622.0,45,Doctor,0,6
676,Male,1,92674.0,59,Artist,8,4
677,Female,57,87553.0,94,Artist,1,1
678,Male,14,74174.0,79,Entertainment,1,2
679,Female,77,180831.0,33,Healthcare,1,2
680,Female,89,137397.0,33,Doctor,1,7
681,Male,17,96154.0,100,Artist,1,4
682,Male,86,172477.0,69,Entertainment,1,3
683,Male,42,59954.0,37,Executive,4,4
684,Female,29,112240.0,95,Entertainment,0,4
685,Female,54,145679.0,35,Artist,0,2
686,Male,96,136265.0,49,Artist,12,5
687,Female,58,74869.0,12,Healthcare,0,3
688,Female,52,109425.0,46,Engineer,0,1
689,Female,3,126015.0,57,Healthcare,0,1
690,Female,13,156951.0,66,Healthcare,4,7
691,Female,3,127172.0,68,Healthcare,1,2
692,Male,89,113834.0,22,Doctor,0,3
693,Male,83,132005.0,2,Entertainment,0,5
694,Female,80,171323.0,78,Lawyer,10,4
695,Female,74,92355.0,87,Entertainment,1,4
696,Male,42,60982.0,3,Healthcare,0,5
697,Female,91,51742.0,33,Artist,8,3
698,Female,31,138612.0,71,Executive,9,2
699,Male,8,158123.0,84,Artist,1,1
700,Male,64,164675.0,65,Executive,0,5
701,Female,41,172882.0,27,Healthcare,8,7
702,Female,62,70119.0,93,Artist,0,1
703,Male,41,113998.0,26,Healthcare,7,7
705,Male,5,57265.0,89,Entertainment,7,7
706,Female,38,130597.0,2,Artist,6,1
707,Female,88,121597.0,7,Engineer,0,5
708,Male,56,103210.0,100,Artist,6,6
709,Male,47,66308.0,8,Executive,0,4
710,Male,4,141336.0,93,Homemaker,2,1
711,Male,82,153632.0,76,Entertainment,9,7
712,Female,31,65520.0,71,Lawyer,1,2
713,Female,69,153217.0,83,Healthcare,1,6
714,Male,62,92768.0,75,Doctor,1,1
715,Female,54,132345.0,10,Artist,0,2
716,Female,60,186069.0,49,Marketing,1,2
717,Female,31,53802.0,32,Artist,1,7
718,Female,17,103739.0,62,Healthcare,6,4
719,Female,15,50550.0,34,Healthcare,9,7
720,Female,37,145648.0,21,Healthcare,7,6
721,Male,36,85737.0,37,Executive,0,3
722,Female,27,99950.0,20,Entertainment,0,4
723,Female,11,83220.0,21,Engineer,7,4
724,Male,83,73410.0,50,Entertainment,8,5
725,Female,71,64310.0,43,Marketing,2,1
726,Female,20,59844.0,79,Doctor,0,1
727,Male,3,67787.0,1,Executive,1,6
728,Male,52,172841.0,4,Engineer,0,1
729,Male,75,145528.0,61,Healthcare,1,2
730,Male,36,173807.0,42,Artist,0,2
731,Male,60,185794.0,69,Entertainment,7,1
732,Male,8,119780.0,71,Healthcare,1,3
733,Female,9,158596.0,86,Artist,1,2
734,Female,41,118122.0,52,Entertainment,0,6
735,Male,38,99964.0,11,Healthcare,7,4
736,Female,69,120752.0,27,Executive,1,6
737,Female,33,189630.0,53,Executive,5,5
738,Male,64,125510.0,6,Healthcare,3,3
739,Male,19,101799.0,49,Engineer,1,1
740,Female,88,92914.0,74,Artist,0,3
741,Female,91,162465.0,59,Engineer,9,3
742,Male,84,163818.0,27,Engineer,2,1
743,Female,43,53832.0,56,Entertainment,4,1
744,Female,30,140190.0,49,Engineer,1,4
745,Male,16,125836.0,69,Healthcare,1,4
746,Male,89,100938.0,27,Entertainment,0,7
747,Male,5,168670.0,37,Artist,1,3
748,Female,54,176885.0,10,Entertainment,0,3
749,Female,41,111174.0,28,Artist,4,5
750,Male,80,127335.0,97,Artist,6,6
751,Male,37,149103.0,3,Healthcare,10,1
752,Male,87,167705.0,31,Healthcare,0,7
753,Female,50,183548.0,85,Entertainment,1,4
754,Female,14,50396.0,46,Lawyer,0,6
755,Female,17,63557.0,3,Marketing,1,1
756,Female,98,87878.0,55,Artist,1,6
757,Male,3,55634.0,53,Engineer,8,3
758,Female,83,118110.0,26,Engineer,1,5
759,Male,13,129396.0,36,Artist,6,6
760,Female,46,62628.0,64,Entertainment,8,6
761,Female,25,51700.0,17,Healthcare,4,6
762,Female,4,106816.0,49,Artist,7,5
763,Male,64,93000.0,67,Lawyer,0,2
764,Female,84,144148.0,71,Doctor,1,4
765,Male,12,101388.0,90,Artist,0,2
766,Female,56,171560.0,78,Engineer,0,2
767,Male,58,156366.0,60,Entertainment,8,1
768,Female,0,143910.0,22,Marketing,1,7
769,Female,25,106569.0,84,Engineer,1,3
770,Male,28,173009.0,25,Healthcare,9,6
771,Male,78,54252.0,29,Engineer,0,5
772,Male,56,104600.0,57,Entertainment,6,3
773,Male,91,50250.0,54,Artist,0,2
774,Male,77,93242.0,84,Entertainment,0,7
775,Female,83,156839.0,38,Artist,3,7
776,Female,64,71305.0,39,Artist,9,2
777,Male,19,85975.0,73,Entertainment,0,6
778,Male,94,188107.0,52,Engineer,10,2
779,Male,19,82333.0,35,Marketing,1,2
780,Male,84,125016.0,25,Entertainment,1,7
781,Female,10,148908.0,10,Healthcare,2,3
782,Female,19,58217.0,70,Artist,0,1
783,Male,74,76521.0,29,Engineer,7,4
784,Female,95,117763.0,42,Artist,1,2
785,Female,34,115184.0,93,Homemaker,1,4
786,Male,30,54251.0,7,Artist,2,6
787,Female,53,112530.0,24,Entertainment,2,6
788,Male,67,107409.0,2,Artist,1,6
789,Female,23,84793.0,23,Homemaker,9,6
790,Female,25,66952.0,79,Entertainment,1,2
791,Female,84,153465.0,11,Lawyer,1,4
792,Female,1,178214.0,17,Artist,1,7
793,Male,70,152069.0,42,Entertainment,4,4
794,Female,56,132860.0,17,Healthcare,7,2
795,Female,0,147719.0,86,Lawyer,1,7
796,Female,91,172915.0,29,Doctor,9,1
797,Female,81,148594.0,29,Entertainment,3,5
798,Male,33,61986.0,77,Executive,0,1
799,Male,75,91456.0,13,Artist,1,4
800,Male,11,166247.0,84,Executive,1,2
801,Female,61,140516.0,50,Artist,0,3
803,Female,62,133822.0,78,Marketing,0,4
804,Female,44,175424.0,32,Artist,4,5
805,Female,67,121528.0,92,Healthcare,8,4
806,Female,30,189369.0,69,Healthcare,0,3
807,Female,92,80808.0,26,Artist,1,1
808,Male,25,57535.0,84,Entertainment,1,7
809,Female,61,163509.0,51,Healthcare,0,4
810,Female,72,75884.0,57,Executive,0,7
811,Female,89,157759.0,52,Artist,1,6
812,Female,37,184813.0,44,Executive,0,2
813,Male,59,187253.0,51,Executive,8,7
814,Male,41,81718.0,36,Entertainment,1,3
815,Male,60,150019.0,37,Doctor,1,2
816,Female,81,53452.0,73,Entertainment,1,6
817,Male,85,150765.0,42,Homemaker,8,2
819,Female,65,56647.0,12,Doctor,6,4
820,Female,19,117477.0,48,Healthcare,6,7
821,Female,78,79677.0,9,Artist,10,7
822,Female,0,116759.0,28,Marketing,7,3
823,Male,26,180702.0,21,Entertainment,6,1
824,Female,2,122698.0,100,Entertainment,8,1
825,Female,60,169346.0,55,Healthcare,7,2
826,Female,67,93176.0,25,Artist,4,1
827,Female,4,75853.0,40,Homemaker,4,5
828,Male,7,119362.0,58,Engineer,8,1
829,Male,28,81545.0,36,Artist,4,7
830,Male,67,67372.0,75,Artist,0,7
831,Female,30,109703.0,61,Executive,1,1
832,Male,38,166697.0,39,Marketing,13,4
833,Female,40,124982.0,34,Engineer,1,7
834,Female,6,146776.0,83,Lawyer,1,7
835,Female,3,147548.0,45,Executive,4,5
836,Female,51,117620.0,60,Healthcare,7,6
837,Male,63,85351.0,57,Healthcare,0,2
838,Male,65,174432.0,8,Artist,0,7
839,Male,44,70787.0,68,Doctor,1,3
840,Female,90,75473.0,63,Healthcare,0,7
841,Male,76,90082.0,49,Healthcare,1,6
842,Female,62,185388.0,54,Healthcare,0,2
843,Female,5,168110.0,69,Doctor,14,6
844,Female,67,184628.0,38,Artist,12,2
845,Female,38,176551.0,45,Healthcare,8,1
846,Female,31,76422.0,21,Healthcare,9,7
847,Male,2,164248.0,51,Entertainment,9,3
848,Female,82,109188.0,38,Lawyer,5,7
849,Female,66,132951.0,26,Healthcare,4,1
850,Female,75,164598.0,32,Healthcare,8,1
852,Female,62,111859.0,86,Healthcare,6,1
853,Female,0,121926.0,41,Lawyer,7,1
854,Female,11,143047.0,42,Executive,1,3
855,Female,22,131748.0,23,Artist,1,3
856,Male,76,142801.0,23,Lawyer,0,1
857,Male,85,142723.0,46,Engineer,0,6
858,Male,21,155151.0,16,Marketing,14,3
859,Female,64,153607.0,48,Healthcare,1,4
860,Male,94,144192.0,34,Healthcare,0,3
861,Female,83,174159.0,22,Lawyer,4,4
862,Female,93,73642.0,50,Marketing,0,3
863,Female,12,170319.0,46,Artist,8,7
864,Female,0,141351.0,10,Engineer,0,2
865,Female,79,167411.0,9,Marketing,12,5
866,Male,90,58289.0,49,Artist,5,6
867,Female,45,79801.0,77,Doctor,0,2
868,Female,82,146118.0,52,Marketing,8,7
869,Female,57,57337.0,14,Healthcare,1,4
870,Female,43,113575.0,6,Entertainment,1,2
871,Male,63,122658.0,65,Engineer,6,2
872,Female,62,151836.0,13,Artist,0,6
873,Female,43,185900.0,80,Homemaker,9,4
874,Female,34,94029.0,98,Healthcare,1,4
875,Female,30,157290.0,22,Artist,2,2
876,Male,97,175996.0,42,Entertainment,10,4
877,Male,68,102016.0,37,Artist,0,4
878,Male,16,77902.0,67,Artist,1,2
879,Female,15,81138.0,86,Healthcare,9,7
880,Male,25,128258.0,48,Executive,0,2
881,Female,29,62475.0,24,Artist,6,4
882,Female,85,82854.0,75,Artist,6,4
883,Female,30,59284.0,38,Doctor,7,7
884,Female,13,141580.0,92,Healthcare,0,4
885,Female,88,171362.0,90,Executive,6,4
886,Male,5,78274.0,65,Artist,9,2
887,Female,95,76646.0,61,Artist,0,1
888,Female,92,78308.0,66,Executive,5,2
889,Female,63,78971.0,89,Engineer,1,2
890,Female,75,65528.0,73,Marketing,1,5
891,Male,67,94199.0,71,Artist,5,7
892,Female,58,135705.0,48,Engineer,8,7
893,Male,52,130573.0,31,Entertainment,8,3
894,Female,85,152303.0,68,Artist,1,5
895,Female,31,144582.0,89,Doctor,1,1
896,Female,84,93288.0,60,Artist,10,6
897,Female,93,88192.0,3,Marketing,10,2
898,Male,18,62362.0,81,Lawyer,7,3
899,Male,73,74350.0,39,Lawyer,10,1
900,Male,3,144103.0,42,Healthcare,8,7
901,Male,1,75518.0,17,Lawyer,7,3
902,Male,53,160980.0,62,Doctor,4,2
903,Female,75,102904.0,28,Artist,7,6
905,Female,47,157661.0,57,Healthcare,6,6
906,Female,66,118385.0,8,Healthcare,10,3
907,Female,17,116463.0,100,Artist,8,4
908,Female,1,161212.0,14,Artist,9,6
909,Male,16,172601.0,50,Marketing,4,6
910,Female,52,167214.0,94,Homemaker,8,7
911,Male,21,69644.0,19,Artist,5,1
912,Female,19,120215.0,46,Homemaker,7,2
913,Female,29,180401.0,23,Engineer,7,6
914,Female,40,113739.0,93,Artist,5,7
915,Male,76,111717.0,41,Healthcare,1,2
916,Male,91,62808.0,20,Engineer,0,4
917,Female,24,67582.0,13,Artist,1,3
918,Male,4,96543.0,60,Artist,9,1
919,Male,90,89667.0,69,Artist,0,2
920,Female,56,98980.0,65,Engineer,0,1
921,Male,14,124998.0,17,Lawyer,1,3
922,Male,52,189091.0,12,Artist,0,6
923,Female,14,153842.0,3,Artist,1,3
924,Male,30,106314.0,16,Artist,0,7
925,Female,70,62901.0,60,Artist,8,5
926,Male,14,149618.0,78,Healthcare,4,6
927,Female,95,72068.0,97,Healthcare,0,6
929,Female,95,118575.0,10,Entertainment,1,3
930,Female,12,82382.0,97,Executive,1,3
931,Male,82,114776.0,55,Entertainment,10,3
932,Female,2,145597.0,81,Artist,1,6
933,Male,51,162072.0,86,Engineer,1,1
934,Male,63,172872.0,11,Healthcare,0,7
935,Female,30,182162.0,6,Artist,1,3
936,Female,68,71467.0,81,Artist,5,7
937,Female,21,85568.0,1,Healthcare,0,6
938,Female,99,56851.0,72,Entertainment,6,3
939,Female,0,116782.0,73,Artist,9,5
940,Female,80,67781.0,1,Entertainment,4,4
941,Female,51,70152.0,29,Healthcare,0,2
942,Male,18,185861.0,82,Artist,3,6
943,Male,43,162595.0,17,Artist,3,3
944,Female,29,80098.0,54,Lawyer,10,6
945,Female,20,184801.0,8,Lawyer,1,1
946,Female,39,58908.0,37,Artist,6,6
947,Female,9,146011.0,69,Marketing,9,5
948,Female,45,135174.0,39,Artist,9,4
949,Female,65,114244.0,64,Artist,0,1
950,Female,64,157207.0,52,Healthcare,0,4
951,Female,81,128834.0,23,Entertainment,5,4
952,Male,54,51166.0,24,Entertainment,0,7
953,Female,32,130118.0,36,Artist,0,4
954,Male,29,87014.0,71,Doctor,11,4
955,Female,25,111379.0,93,Artist,0,2
956,Male,5,83704.0,82,Entertainment,1,1
957,Female,55,90558.0,49,Healthcare,8,2
958,Male,12,187343.0,14,Healthcare,6,3
959,Female,81,111174.0,48,Entertainment,9,6
960,Male,87,64461.0,63,Engineer,4,4
961,Male,12,109618.0,97,Artist,7,3
962,Male,91,189357.0,4,Lawyer,7,1
963,Female,63,120955.0,79,Artist,6,1
964,Female,97,168898.0,54,Homemaker,8,7
965,Male,89,130431.0,52,Healthcare,6,3
966,Male,59,161091.0,56,Engineer,9,1
967,Female,26,69988.0,2,Homemaker,5,4
968,Female,5,169702.0,98,Doctor,5,1
969,Male,32,186897.0,49,Healthcare,1,7
970,Female,98,109061.0,41,Engineer,6,1
971,Male,31,188620.0,30,Artist,3,6
972,Female,59,108675.0,57,Artist,4,5
973,Female,80,177601.0,34,Entertainment,0,2
974,Female,12,87365.0,3,Marketing,1,2
975,Male,80,95929.0,23,Engineer,0,2
976,Male,59,97185.0,87,Entertainment,0,5
977,Female,56,103838.0,17,Artist,1,2
978,Male,18,129260.0,11,Doctor,1,3
979,Female,66,151184.0,19,Artist,1,4
980,Female,67,177512.0,62,Engineer,2,3
981,Male,39,140099.0,51,Lawyer,0,7
982,Male,23,67535.0,97,Healthcare,7,6
983,Male,47,133236.0,61,Executive,1,6
984,Female,41,87975.0,5,Homemaker,9,7
985,Female,40,164350.0,23,Healthcare,0,5
986,Male,36,55109.0,53,Artist,8,3
987,Female,12,67613.0,40,Entertainment,1,2
988,Female,60,185306.0,47,Entertainment,0,2
989,Female,24,154787.0,84,Executive,3,5
990,Female,17,109759.0,96,Artist,9,3
991,Female,92,114571.0,51,Executive,1,3
992,Male,32,130697.0,93,Artist,1,2
993,Male,39,115916.0,24,Doctor,13,6
994,Female,50,69814.0,53,Artist,9,2
995,Female,85,118161.0,74,Engineer,0,4
996,Male,65,56583.0,65,Healthcare,2,3
997,Female,17,185843.0,36,Artist,4,3
998,Female,31,171825.0,22,Entertainment,10,4
999,Male,24,77976.0,95,Artist,11,3
1000,Male,97,66312.0,75,Entertainment,0,1
1001,Female,92,81839.0,11,Entertainment,0,4
1002,Female,80,55712.0,5,Artist,5,6
1003,Male,33,158335.0,45,Healthcare,2,5
1004,Male,8,74253.0,45,Lawyer,1,6
1005,Male,67,119625.0,3,Healthcare,4,4
1006,Female,8,129743.0,6,Artist,0,2
1007,Female,61,101007.0,60,Lawyer,0,6
1008,Male,83,87529.0,49,Artist,9,7
1009,Male,8,151648.0,98,Healthcare,8,6
1011,Male,14,164659.0,59,Entertainment,1,6
1012,Female,80,125623.0,62,Executive,0,4
1013,Female,85,104054.0,22,Artist,8,4
1014,Male,88,83535.0,56,Artist,1,5
1015,Female,76,166245.0,13,Executive,7,3
1016,Female,32,100890.0,60,Entertainment,4,4
1017,Female,99,55972.0,83,Entertainment,1,7
1018,Female,85,134282.0,39,Artist,2,5
1019,Female,25,106669.0,22,Lawyer,1,7
1020,Female,99,145777.0,94,Executive,1,5
1021,Male,41,119259.0,91,Healthcare,1,5
1022,Female,1,150174.0,59,Artist,2,2
1023,Female,45,55472.0,51,Healthcare,1,3
1024,Male,55,99423.0,82,Healthcare,0,5
1025,Female,20,146221.0,25,Marketing,0,3
1026,Female,33,84238.0,31,Artist,1,2
1027,Male,92,57032.0,75,Entertainment,1,5
1028,Male,93,88811.0,52,Engineer,0,4
1029,Male,60,167420.0,38,Artist,5,2
1030,Male,38,101846.0,17,Doctor,3,2
1031,Male,15,114061.0,87,Artist,2,5
1032,Male,74,147449.0,16,Artist,1,5
1033,Female,47,83043.0,76,Executive,0,1
1034,Female,96,168990.0,81,Doctor,9,5
1035,Male,97,73867.0,65,Healthcare,4,5
1036,Female,35,165772.0,51,Healthcare,1,4
1037,Female,19,178217.0,38,Marketing,0,3
1038,Male,60,162612.0,98,Engineer,1,6
1039,Male,37,99872.0,53,Entertainment,11,3
1040,Female,49,142566.0,77,Artist,1,7
1041,Female,1,111424.0,80,Entertainment,8,5
1042,Male,43,187841.0,38,Artist,1,4
1043,Female,46,171921.0,50,Artist,1,6
1044,Female,65,115299.0,87,Artist,6,3
1045,Male,75,94129.0,27,Healthcare,6,7
1046,Male,40,172378.0,39,Entertainment,5,6
1047,Male,28,146597.0,31,Engineer,1,4
1048,Female,78,64057.0,44,Doctor,0,3
1049,Female,22,163585.0,49,Artist,9,5
1050,Male,6,93186.0,83,Entertainment,1,3
1051,Male,46,149764.0,1,Entertainment,0,6
1052,Male,17,116822.0,84,Doctor,1,3
1053,Female,46,109346.0,37,Entertainment,1,2
1054,Female,72,111587.0,99,Artist,7,4
1055,Female,38,166644.0,66,Artist,8,6
1056,Female,50,181270.0,56,Artist,1,1
1057,Male,47,65207.0,81,Healthcare,1,2
1058,Female,72,112146.0,21,Homemaker,8,4
1059,Male,8,104953.0,57,Doctor,1,6
1060,Female,34,139009.0,24,Artist,0,4
1061,Female,53,67916.0,82,Healthcare,0,6
1062,Female,82,99983.0,88,Executive,0,1
1063,Male,63,131122.0,40,Artist,9,6
1064,Female,58,173190.0,37,Doctor,9,4
1065,Male,23,122712.0,21,Marketing,1,1
1066,Female,80,55792.0,30,Artist,1,6
1067,Male,45,73892.0,45,Doctor,1,4
1069,Female,84,152475.0,12,Artist,0,7
1070,Male,45,152226.0,87,Artist,4,4
1071,Male,85,117679.0,18,Entertainment,1,3
1072,Male,23,146473.0,87,Artist,1,4
1073,Male,79,66051.0,75,Healthcare,1,7
1074,Male,47,162332.0,72,Entertainment,1,5
1075,Female,93,166018.0,71,Doctor,0,3
1076,Female,95,67398.0,81,Entertainment,2,5
1077,Male,44,73760.0,70,Entertainment,1,6
1078,Male,95,167578.0,66,Entertainment,0,1
1079,Male,28,130267.0,45,Engineer,8,4
1080,Male,91,94846.0,95,Engineer,0,5
1081,Female,81,155396.0,1,Engineer,9,5
1082,Female,90,138013.0,16,Artist,8,7
1083,Male,79,148286.0,77,Entertainment,0,4
1084,Female,6,101031.0,28,Artist,1,1
1085,Female,38,52884.0,24,Lawyer,1,1
1086,Male,87,153230.0,15,Healthcare,8,1
1087,Female,93,63261.0,13,Engineer,1,7
1088,Male,44,90167.0,84,Engineer,0,3
1090,Female,84,53622.0,27,Artist,0,3
1091,Female,7,172913.0,94,Executive,3,4
1092,Female,41,94316.0,86,Artist,0,6
1094,Female,33,67874.0,55,Artist,0,2
1095,Female,34,176554.0,62,Healthcare,1,2
1096,Female,53,135341.0,56,Healthcare,10,2
1097,Female,47,129019.0,57,Healthcare,0,3
1098,Male,53,107879.0,3,Doctor,1,6
1099,Male,92,79531.0,4,Artist,1,1
1100,Male,89,63379.0,59,Artist,12,7
1101,Female,27,156258.0,54,Entertainment,0,4
1102,Male,70,67874.0,41,Entertainment,9,3
1103,Female,86,159964.0,57,Engineer,5,6
1104,Female,99,103706.0,50,Entertainment,1,2
1105,Female,96,64713.0,84,Entertainment,2,7
1106,Female,65,90414.0,55,Artist,1,5
1107,Female,82,171100.0,34,Executive,0,5
1108,Male,36,187305.0,85,Engineer,6,7
1109,Female,30,139758.0,46,Lawyer,0,6
1110,Female,96,91226.0,56,Healthcare,0,5
1111,Female,69,143928.0,30,Engineer,9,7
1112,Female,34,92366.0,14,Healthcare,0,6
1113,Male,74,175041.0,25,Artist,4,1
1114,Male,97,147301.0,93,Lawyer,1,5
1115,Male,56,119296.0,49,Engineer,0,7
1116,Female,30,126306.0,44,Artist,0,1
1117,Male,13,100647.0,49,Executive,1,3
1118,Female,95,168663.0,16,Engineer,11,5
1119,Female,2,105391.0,42,Executive,1,7
1120,Female,78,175179.0,43,Executive,9,4
1121,Female,54,165019.0,12,Entertainment,1,2
1122,Female,85,68212.0,26,Healthcare,7,4
1123,Male,13,64572.0,71,Artist,1,2
1124,Female,85,92591.0,99,Artist,8,2
1125,Female,41,69730.0,97,Artist,1,4
1126,Female,25,156793.0,57,Marketing,2,4
1127,Female,74,56848.0,41,Artist,5,1
1128,Male,8,148450.0,55,Healthcare,0,6
1129,Male,62,150619.0,32,Artist,10,6
1130,Male,52,100261.0,10,Artist,1,6
1131,Female,36,109895.0,56,Healthcare,5,2
1132,Male,11,152684.0,24,Lawyer,0,3
1133,Female,84,133765.0,83,Artist,1,3
1134,Female,99,57677.0,99,Lawyer,0,5
1135,Female,51,112358.0,27,Artist,0,6
1136,Female,57,73845.0,52,Artist,1,7
1137,Male,92,89531.0,42,Healthcare,6,2
1138,Male,29,118092.0,100,Entertainment,7,3
1139,Male,62,144242.0,49,Entertainment,1,4
1140,Female,43,140876.0,90,Entertainment,0,4
1141,Male,72,76888.0,26,Marketing,0,1
1142,Female,28,116644.0,88,Artist,6,3
1143,Female,57,143021.0,3,Executive,5,4
1144,Female,86,145679.0,91,Lawyer,9,6
1145,Female,26,64398.0,7,Lawyer,1,6
1146,Female,13,104512.0,40,Marketing,9,3
1147,Male,1,71564.0,68,Artist,1,5
1148,Female,89,122707.0,64,Homemaker,2,3
1149,Female,91,51733.0,96,Healthcare,0,5
1150,Female,67,138087.0,63,Marketing,1,7
1151,Male,63,147278.0,51,Lawyer,0,4
1152,Female,90,187339.0,62,Healthcare,0,6
1153,Female,87,129972.0,97,Executive,1,6
1154,Female,89,151176.0,55,Healthcare,1,2
1155,Female,34,74358.0,60,Artist,0,6
1156,Male,89,83953.0,82,Healthcare,0,3
1157,Male,31,62925.0,24,Engineer,1,6
1158,Male,55,65257.0,93,Doctor,2,3
1159,Female,3,188557.0,4,Healthcare,9,2
1160,Male,64,163783.0,84,Healthcare,3,1
1161,Female,1,108342.0,97,Doctor,0,3
1162,Female,20,155951.0,21,Healthcare,7,4
1163,Female,18,183071.0,29,Artist,7,4
1164,Female,83,124104.0,20,Healthcare,4,6
1165,Female,21,136747.0,3,Healthcare,1,1
1166,Male,19,189498.0,18,Artist,4,1
1167,Female,74,76149.0,48,Artist,9,6
1168,Female,44,185550.0,54,Artist,0,1
1169,Female,52,119567.0,19,Artist,5,2
1170,Female,14,79806.0,30,Engineer,1,6
1171,Male,10,180774.0,66,Entertainment,1,5
1172,Female,80,90142.0,50,Lawyer,1,2
1173,Female,82,184481.0,84,Executive,0,2
1174,Female,32,66089.0,75,Artist,6,3
1175,Female,16,60044.0,83,Artist,4,1
1176,Male,61,52543.0,23,Executive,0,6
1177,Male,57,50429.0,23,Artist,0,1
1178,Male,95,178228.0,45,Engineer,1,2
1179,Female,38,161130.0,98,Artist,8,3
1180,Male,70,87976.0,38,Lawyer,1,6
1181,Female,40,179150.0,91,Artist,5,2
1182,Female,92,163442.0,32,Executive,1,6
1183,Female,73,108159.0,18,Entertainment,8,7
1184,Female,62,73419.0,14,Healthcare,0,1
1185,Female,12,138425.0,78,Doctor,11,6
1186,Male,65,54431.0,93,Healthcare,1,7
1187,Female,88,168437.0,81,Artist,2,2
1188,Female,55,71322.0,54,Entertainment,1,6
1190,Female,20,141428.0,32,Entertainment,1,5
1191,Male,97,142214.0,32,Artist,7,4
1192,Female,93,62590.0,43,Artist,9,6
1193,Male,84,172523.0,83,Artist,6,2
1194,Female,16,157588.0,76,Executive,2,6
1195,Female,10,143313.0,57,Doctor,4,7
1196,Female,59,119833.0,38,Doctor,1,2
1197,Female,54,70803.0,35,Entertainment,0,5
1198,Male,82,139008.0,47,Artist,1,4
1199,Male,83,126669.0,53,Artist,1,6
1200,Male,87,122722.0,10,Executive,9,4
1201,Male,1,79800.0,47,Artist,0,1
1202,Male,89,100155.0,5,Healthcare,6,1
1203,Female,32,110846.0,49,Artist,0,2
1204,Female,1,106841.0,69,Entertainment,0,3
1205,Female,54,117181.0,66,Doctor,12,5
1206,Female,56,86898.0,76,Healthcare,0,6
1207,Female,31,143241.0,81,Executive,4,7
1208,Female,26,146028.0,33,Healthcare,0,5
1209,Male,7,165287.0,65,Doctor,1,3
1210,Female,60,132486.0,9,Artist,1,2
1211,Male,92,96424.0,74,Artist,8,5
1212,Female,93,151468.0,41,Artist,1,5
1213,Female,8,76561.0,79,Healthcare,0,1
1214,Female,81,125316.0,81,Lawyer,0,6
1215,Male,21,109373.0,22,Entertainment,4,2
1216,Male,96,135042.0,12,Artist,0,7
1217,Female,78,59784.0,81,Artist,3,3
1218,Male,86,140687.0,63,Artist,1,2
1219,Male,1,182927.0,55,Healthcare,1,1
1220,Female,62,175534.0,44,Artist,1,6
1221,Male,68,170957.0,6,Lawyer,1,3
1222,Male,70,81197.0,76,Artist,0,4
1223,Female,21,104888.0,8,Healthcare,0,4
